post_id,text_urdu,text_roman,text_english,platform,collection_date,post_length,depression_label,llm_label,human_verified,label_confidence,cultural_markers,keywords_matched
933608870c82c8e1,آج پھر وہی پرانی یادیں آئیں,Aaj phir wahi purani yaadein aayin,Those old memories came again today,twitter_x,2025-01-18,27,1,1,False,0.846,"udaasi,akela",اکیلا
3f122bce3a01482c,محنت کرتا ہوں پر نتیجہ نہیں ملتا، دل بھاری ہے,"Mehnat karta hun par natija nahi milta, dil bhari hai","I work hard but get no result, heart feels heavy",twitter_x,2024-08-18,45,1,1,True,0.731,"udaasi,akela",امید نہیں
09eed15c45843926,خاندان کے ساتھ پکنک پر گئے,Khandan ke sath picnic par gaye,Went on a picnic with family,twitter_x,2024-02-03,26,0,0,False,0.97,"khushi,dost",کوئی نہیں سمجھتا
524d915827888378,کھانے پینے کا بھی دل نہیں، سب بے مزہ لگتا ہے,"Khane pine ka bhi dil nahi, sab be maza lagta hai","Don't even feel like eating, everything feels tasteless",twitter_x,2024-05-07,44,2,2,False,0.905,"tanhai,dard",دل اداس
ba71fe917e596872,محنت کرتا ہوں پر نتیجہ نہیں ملتا، دل بھاری ہے,"Mehnat karta hun par natija nahi milta, dil bhari hai","I work hard but get no result, heart feels heavy",twitter_x,2024-07-13,45,1,1,True,0.71,"udaasi,akela",امید نہیں
586fb6969dd247fb,آج موسم بہت اچھا ہے، باہر گھومنے گیا,"Aaj mausam bohat acha hai, bahar ghumne gaya","Today the weather is very nice, went out for a walk",twitter_x,2024-01-31,36,0,0,False,0.917,"ghar,khushi",خوشی نہیں ملتی
cb6f5ac88265441e,گھر سے نکلنے کا دل نہیں کرتا، بند کمرے میں بیٹھا ہوں,"Ghar se nikalne ka dil nahi karta, band kamre mein baitha hun","Don't feel like leaving home, sitting in a closed room",twitter_x,2024-06-13,52,2,2,True,0.671,"tanha,bhetar",اکیلا
45449755b2a53e40,آج موسم بہت اچھا ہے، باہر گھومنے گیا,"Aaj mausam bohat acha hai, bahar ghumne gaya","Today the weather is very nice, went out for a walk",twitter_x,2024-03-17,36,0,0,False,0.891,"ghar,khushi",ڈپریشن
6c8a0bfa4cc1ee09,آج بارش میں بھیگا، بچپن یاد آ گیا,"Aaj barish mein bhiga, bachpan yaad aa gaya","Got wet in the rain today, remembered childhood",twitter_x,2024-08-04,33,0,0,False,0.847,"khushi,dost",بیکار لگتا ہے
a6c7fe1928b4a301,نئے دوست بنے ہیں، زندگی اچھی لگ رہی ہے,"Naye dost bane hain, zindagi achi lag rahi hai","Made new friends, life is feeling good",twitter_x,2024-12-30,38,0,0,False,0.965,mausam,تنہائی
037a8afbb454765e,دوستوں کے ساتھ کھانا کھایا، بہت مزہ آیا,"Doston ke sath khana khaya, bohat maza aaya","Had food with friends, really enjoyed it",twitter_x,2024-03-15,39,0,0,False,0.966,mausam,رونا آتا ہے
ae6ba5e7fd4740c2,نئی کتاب شروع کی ہے، بہت دلچسپ ہے,"Nai kitab shuru ki hai, bohat dilchasp hai","Started a new book, it's very interesting",twitter_x,2024-07-11,33,0,0,False,0.917,kamyabi,امید نہیں
b52a63f4d039eacb,دنیا میں میرے لیے کوئی جگہ نہیں,Duniya mein mere liye koi jagah nahi,There's no place for me in this world,twitter_x,2025-02-25,31,3,3,True,0.847,"maqsad,maut,dard",اداسی
cb69a0c135ed934f,تھک گیا ہوں لڑتے لڑتے، اب اور نہیں ہوتا,"Thak gaya hun larte larte, ab aur nahi hota","I'm tired of fighting, I can't do it anymore",twitter_x,2024-06-07,39,3,3,True,0.88,"thakawat,dard,khatam",خوشی نہیں ملتی
e08f4b82492a2712,زندگی میں کوئی مقصد نہیں رہا، کیوں جیوں,"Zindagi mein koi maqsad nahi raha, kyun jiyun","No purpose left in life, why should I live",twitter_x,2024-04-14,39,3,3,True,0.749,"maqsad,maut,dard",رونا آتا ہے
945a9d9c165d7dab,آج کچھ ٹھیک نہیں لگ رہا، بس یوں ہی,"Aaj kuch theek nahi lag raha, bas yun hi","Not feeling right today, just like that",twitter_x,2024-03-13,34,1,0,True,0.718,thakawat,زندگی بوجھ
06e39a964b176d91,گھر سے نکلنے کا دل نہیں کرتا، بند کمرے میں بیٹھا ہوں,"Ghar se nikalne ka dil nahi karta, band kamre mein baitha hun","Don't feel like leaving home, sitting in a closed room",twitter_x,2024-11-18,52,2,2,True,0.702,"tanha,bhetar",ڈپریشن
8a1e78f7bd9a80fd,دن گزر گیا پر کچھ خاص نہیں ہوا,Din guzar gaya par kuch khaas nahi hua,Day passed but nothing special happened,twitter_x,2024-10-22,30,1,1,False,0.782,udaasi,بیکار لگتا ہے
63bf2a15ba5fbb00,آج موڈ ٹھیک نہیں، کسی سے بات نہیں کرنا,"Aaj mood theek nahi, kisi se baat nahi karni","Mood is off today, don't want to talk to anyone",twitter_x,2024-08-01,38,1,1,False,0.832,udaasi,اکیلا
5c1388397ecaca8e,کوئی نہیں ہے جو سمجھے، سب اپنے میں مگن ہیں,"Koi nahi hai jo samjhe, sab apne mein magan hain","There's no one to understand, everyone is absorbed in themselves",twitter_x,2024-12-14,42,2,2,False,0.905,"tanha,bhetar",اکیلا
f86da97a6c189666,ہر رات سوچتا ہوں کاش صبح نہ ہو,Har raat sochta hun kaash subah na ho,Every night I wish morning would not come,twitter_x,2024-09-18,30,3,3,True,0.86,"tanhai,zindagi,khatam",اداسی
30f071439e65ddbd,نئی کتاب شروع کی ہے، بہت دلچسپ ہے,"Nai kitab shuru ki hai, bohat dilchasp hai","Started a new book, it's very interesting",twitter_x,2024-05-02,33,0,0,False,0.834,mausam,رونا آتا ہے
6e819fcf2e3cfa2f,آج بارش میں بھیگا، بچپن یاد آ گیا,"Aaj barish mein bhiga, bachpan yaad aa gaya","Got wet in the rain today, remembered childhood",twitter_x,2025-04-23,33,0,0,False,0.848,mausam,امید نہیں
581e20d52e2eafa2,زندگی میں کبھی کبھی اکیلا پن بہت بڑھ جاتا ہے,Zindagi mein kabhi kabhi akela pan bohat barh jata hai,Sometimes loneliness in life increases a lot,twitter_x,2024-03-02,44,1,1,False,0.819,thakawat,رونا آتا ہے
bb0d8726d7f1eb55,دوستوں کے ساتھ کھانا کھایا، بہت مزہ آیا,"Doston ke sath khana khaya, bohat maza aaya","Had food with friends, really enjoyed it",twitter_x,2024-05-20,39,0,0,False,0.928,"khushi,dost",دل اداس
5dd80b37c1a1b6c1,چائے پی کر دن کی شروعات اچھی ہوئی,Chai pi kar din ki shuruat achi hui,Started the day well with tea,twitter_x,2025-03-29,33,0,0,False,0.839,"ghar,khushi",تنہائی
befb1cbaf8a72d75,چائے پی کر دن کی شروعات اچھی ہوئی,Chai pi kar din ki shuruat achi hui,Started the day well with tea,twitter_x,2024-11-22,33,0,0,False,0.906,kamyabi,ڈپریشن
721036b7e0ce193a,کوئی نہیں جو محسوس کرے، مجھے کوئی فرق نہیں پڑتا اب,"Koi nahi jo mahsoos kare, mujhe koi farq nahi parta ab","No one who cares, nothing matters to me anymore",twitter_x,2025-03-03,50,3,3,True,0.792,"thakawat,dard,khatam",کوئی نہیں سمجھتا
d294855b67fa2364,جو کام پہلے اچھا لگتا تھا اب وہ بھی بوجھ لگتا ہے,Jo kaam pehle acha lagta tha ab woh bhi bojh lagta hai,Work that used to feel good now feels like a burden too,twitter_x,2024-09-16,48,2,2,True,0.727,"tanhai,dard",کوئی نہیں سمجھتا
0e92c9bc488192bd,دل کرتا ہے سب چھوڑ دوں، کہیں چلا جاؤں,"Dil karta hai sab chhor dun, kahin chala jaun","Feel like leaving everything behind, going somewhere",twitter_x,2024-06-06,37,2,2,True,0.73,"bojh,akela",کوئی نہیں سمجھتا
623265d83c3e0069,دل کرتا ہے سب چھوڑ دوں، کہیں چلا جاؤں,"Dil karta hai sab chhor dun, kahin chala jaun","Feel like leaving everything behind, going somewhere",twitter_x,2024-12-28,37,2,2,True,0.686,"bojh,akela",نیند نہیں آتی
d1263811aaf2a0d4,ہر رات سوچتا ہوں کاش صبح نہ ہو,Har raat sochta hun kaash subah na ho,Every night I wish morning would not come,twitter_x,2024-07-06,30,3,3,True,0.717,"maqsad,maut,dard",نیند نہیں آتی
40a9006c350a19a5,چائے پی کر دن کی شروعات اچھی ہوئی,Chai pi kar din ki shuruat achi hui,Started the day well with tea,twitter_x,2024-02-21,33,0,0,False,0.984,,دل اداس
462ba6ee6b721554,راتیں بہت لمبی ہیں، ختم ہونے کا نام نہیں لیتیں,"Raatein bohat lambi hain, khatam hone ka naam nahi leti","Nights are very long, they seem endless",twitter_x,2024-07-07,46,3,3,True,0.615,"tanhai,zindagi,khatam",نیند نہیں آتی
1e6bd8b5bb47333a,کبھی کبھی بہت اکیلا محسوس ہوتا ہے,Kabhi kabhi bohat akela mahsoos hota hai,Sometimes feel very alone,twitter_x,2025-04-03,33,1,1,False,0.91,"neend,sochein",رونا آتا ہے
2362dd7a94e3fb41,کسی سے ملنے کا دل نہیں، سب بیکار لگتا ہے,"Kisi se milne ka dil nahi, sab bekar lagta hai","Don't want to meet anyone, everything feels pointless",twitter_x,2024-11-20,40,2,2,True,0.676,"bojh,akela",کوئی نہیں سمجھتا
6ceb5c9d6766172a,ہر رات سوچتا ہوں کاش صبح نہ ہو,Har raat sochta hun kaash subah na ho,Every night I wish morning would not come,twitter_x,2024-01-22,30,3,3,True,0.86,"tanhai,zindagi,khatam",کوئی نہیں سمجھتا
f074cee6379fc7fb,آج بارش میں بھیگا، بچپن یاد آ گیا,"Aaj barish mein bhiga, bachpan yaad aa gaya","Got wet in the rain today, remembered childhood",twitter_x,2024-08-24,33,0,0,False,0.975,,نیند نہیں آتی
37bec1b36613083e,دن گزر گیا پر کچھ خاص نہیں ہوا,Din guzar gaya par kuch khaas nahi hua,Day passed but nothing special happened,twitter_x,2024-03-26,30,1,1,False,0.899,"udaasi,akela",تھکاوٹ
d0b0d027847ddb7e,آج کچھ ٹھیک نہیں لگ رہا، بس یوں ہی,"Aaj kuch theek nahi lag raha, bas yun hi","Not feeling right today, just like that",twitter_x,2024-12-28,34,1,1,False,0.872,"yaad,dard",خوشی نہیں ملتی
5cc4620ef7ad319c,پرانے دوستوں سے ملاقات ہوئی بہت اچھا لگا,Purane doston se mulaqat hui bohat acha laga,"Met old friends, felt very good",twitter_x,2024-10-14,40,0,0,False,0.976,kamyabi,کوئی نہیں سمجھتا
fd8e6d835aa62820,خوشی کا احساس بھول گیا ہوں,Khushi ka ehsaas bhool gaya hun,I have forgotten what happiness feels like,twitter_x,2024-06-03,26,2,2,False,0.852,"bojh,akela",اکیلا
b6f105f7ad0f4460,گھر سے نکلنے کا دل نہیں کرتا، بند کمرے میں بیٹھا ہوں,"Ghar se nikalne ka dil nahi karta, band kamre mein baitha hun","Don't feel like leaving home, sitting in a closed room",twitter_x,2024-09-17,52,2,2,False,0.869,"neend,udaasi",بیکار لگتا ہے
383639e4b62a919d,آج کچھ ٹھیک نہیں لگ رہا، بس یوں ہی,"Aaj kuch theek nahi lag raha, bas yun hi","Not feeling right today, just like that",twitter_x,2025-01-20,34,1,1,False,0.824,udaasi,خوشی نہیں ملتی
8171f8a52633d996,آج خوشی نہیں آئی، بس گزر گیا دن,"Aaj khushi nahi aayi, bas guzar gaya din","No joy came today, the day just passed",twitter_x,2024-05-02,31,1,1,False,0.914,thakawat,خوشی نہیں ملتی
eafbbe88ed2ba173,جو کام پہلے اچھا لگتا تھا اب وہ بھی بوجھ لگتا ہے,Jo kaam pehle acha lagta tha ab woh bhi bojh lagta hai,Work that used to feel good now feels like a burden too,twitter_x,2024-11-19,48,2,1,True,0.719,"bojh,akela",رونا آتا ہے
aabeb7c2ce0fb6ed,آج کچھ ٹھیک نہیں لگ رہا، بس یوں ہی,"Aaj kuch theek nahi lag raha, bas yun hi","Not feeling right today, just like that",twitter_x,2024-02-16,34,1,1,False,0.816,"udaasi,akela",رونا آتا ہے
bb9782db7bef6ee9,آج سیر کو گیا، طبیعت تازہ ہو گئی,"Aaj sair ko gaya, tabiyat taza ho gayi","Went for a walk today, felt refreshed",twitter_x,2024-04-17,32,0,0,False,0.868,"khushi,dost",اکیلا
674dd5ca9ee4e169,چائے پی کر دن کی شروعات اچھی ہوئی,Chai pi kar din ki shuruat achi hui,Started the day well with tea,twitter_x,2025-04-07,33,0,0,False,0.904,"khushi,dost",تنہائی
f7d7aecb7c23fc68,نئے دوست بنے ہیں، زندگی اچھی لگ رہی ہے,"Naye dost bane hain, zindagi achi lag rahi hai","Made new friends, life is feeling good",twitter_x,2024-11-10,38,0,0,False,0.906,,خوشی نہیں ملتی
c4e053e6eced869b,آج پھر وہی پرانی یادیں آئیں,Aaj phir wahi purani yaadein aayin,Those old memories came again today,twitter_x,2024-04-09,27,1,1,False,0.771,"udaasi,akela",رونا آتا ہے
a910117e1fb2c5c7,نئی کتاب شروع کی ہے، بہت دلچسپ ہے,"Nai kitab shuru ki hai, bohat dilchasp hai","Started a new book, it's very interesting",twitter_x,2024-05-30,33,0,0,False,0.984,kamyabi,تھکاوٹ
8a8dee31e9932e91,زندگی میں کبھی کبھی اکیلا پن بہت بڑھ جاتا ہے,Zindagi mein kabhi kabhi akela pan bohat barh jata hai,Sometimes loneliness in life increases a lot,twitter_x,2025-03-30,44,1,2,False,0.884,udaasi,ڈپریشن
05224dc9645415f8,آج پھر وہی پرانی یادیں آئیں,Aaj phir wahi purani yaadein aayin,Those old memories came again today,twitter_x,2024-11-15,27,1,1,True,0.722,"yaad,dard",کوئی نہیں سمجھتا
efe4d2b28a149693,دل اداس ہے، سمجھ نہیں آتا کیوں,"Dil udaas hai, samajh nahi aata kyun","Heart is sad, don't understand why",twitter_x,2024-08-19,30,1,1,False,0.942,thakawat,خوشی نہیں ملتی
f60361cc7e8aa0fc,کچھ اچھا نہیں لگ رہا آج کل,Kuch acha nahi lag raha aaj kal,Nothing feels good these days,twitter_x,2025-01-05,26,1,1,False,0.948,"yaad,dard",اکیلا
d763309aa2764740,آج بارش میں بھیگا، بچپن یاد آ گیا,"Aaj barish mein bhiga, bachpan yaad aa gaya","Got wet in the rain today, remembered childhood",twitter_x,2024-07-03,33,0,0,False,0.954,"ghar,khushi",دل اداس
b67618fa1a06cefc,خوشی کا احساس بھول گیا ہوں,Khushi ka ehsaas bhool gaya hun,I have forgotten what happiness feels like,twitter_x,2025-02-11,26,2,2,False,0.813,"tanhai,dard",زندگی بوجھ
3e91ef87b5d5aca7,لوگوں کے درمیان بھی اکیلا محسوس ہوتا ہوں,Logon ke darmiyan bhi akela mahsoos hota hun,Even among people I feel alone,twitter_x,2025-03-26,40,2,2,True,0.725,"tanha,bhetar",تھکاوٹ
762eb262ef1634ed,زندگی میں کبھی کبھی اکیلا پن بہت بڑھ جاتا ہے,Zindagi mein kabhi kabhi akela pan bohat barh jata hai,Sometimes loneliness in life increases a lot,twitter_x,2024-08-08,44,1,1,False,0.784,"akela,dard",رونا آتا ہے
7ad1687ad957efd4,نیند نہیں آتی رات کو، بس چھت کو تکتا رہتا ہوں,"Neend nahi aati raat ko, bas chhat ko takta rehta hun","Can't sleep at night, just keep staring at the ceiling",twitter_x,2024-03-13,45,2,2,True,0.659,"neend,udaasi",زندگی بوجھ
f5bedc2430272b7a,راتیں بہت لمبی ہیں، ختم ہونے کا نام نہیں لیتیں,"Raatein bohat lambi hain, khatam hone ka naam nahi leti","Nights are very long, they seem endless",twitter_x,2024-07-13,46,3,3,True,0.613,"bojh,maut",اداسی
43c670e5cd96302d,ہر رات سوچتا ہوں کاش صبح نہ ہو,Har raat sochta hun kaash subah na ho,Every night I wish morning would not come,twitter_x,2024-02-15,30,3,3,True,0.791,"umeed_nahi,andhera",خوشی نہیں ملتی
ddf1c8676ac959ce,خوشی کا احساس بھول گیا ہوں,Khushi ka ehsaas bhool gaya hun,I have forgotten what happiness feels like,twitter_x,2024-02-29,26,2,2,False,0.821,"bojh,akela",ڈپریشن
e4892fc6bc9e5d68,کھانے پینے کا بھی دل نہیں، سب بے مزہ لگتا ہے,"Khane pine ka bhi dil nahi, sab be maza lagta hai","Don't even feel like eating, everything feels tasteless",twitter_x,2024-09-02,44,2,2,False,0.776,"tanha,bhetar",رونا آتا ہے
8022a6a21c9d9d0c,نئے دوست بنے ہیں، زندگی اچھی لگ رہی ہے,"Naye dost bane hain, zindagi achi lag rahi hai","Made new friends, life is feeling good",twitter_x,2024-02-25,38,0,0,False,0.975,mausam,نیند نہیں آتی
b9eebbfb5ca30204,آج کچھ ٹھیک نہیں لگ رہا، بس یوں ہی,"Aaj kuch theek nahi lag raha, bas yun hi","Not feeling right today, just like that",twitter_x,2024-10-26,34,1,2,False,0.899,"yaad,dard",رونا آتا ہے
2652eae21da07f54,کبھی کبھی بہت اکیلا محسوس ہوتا ہے,Kabhi kabhi bohat akela mahsoos hota hai,Sometimes feel very alone,twitter_x,2024-11-27,33,1,1,False,0.797,"udaasi,akela",تھکاوٹ
3f37ff277593a215,دل کرتا ہے سب چھوڑ دوں، کہیں چلا جاؤں,"Dil karta hai sab chhor dun, kahin chala jaun","Feel like leaving everything behind, going somewhere",twitter_x,2025-01-07,37,2,2,True,0.68,"tanha,bhetar",اداسی
1cef71279bb12998,کبھی کبھی بہت اکیلا محسوس ہوتا ہے,Kabhi kabhi bohat akela mahsoos hota hai,Sometimes feel very alone,twitter_x,2025-02-21,33,1,1,False,0.824,"akela,dard",اکیلا
037690f5df975983,آج کام میں بہت کامیابی ملی,Aaj kaam mein bohat kamyabi mili,Got a lot of success in work today,twitter_x,2024-02-02,26,0,0,False,0.958,kamyabi,اداسی
5a52f46c441f1375,آج بارش میں بھیگا، بچپن یاد آ گیا,"Aaj barish mein bhiga, bachpan yaad aa gaya","Got wet in the rain today, remembered childhood",twitter_x,2024-07-29,33,0,0,False,0.839,kamyabi,اداسی
f929846041bc4153,نئے دوست بنے ہیں، زندگی اچھی لگ رہی ہے,"Naye dost bane hain, zindagi achi lag rahi hai","Made new friends, life is feeling good",twitter_x,2025-04-04,38,0,0,False,0.936,"ghar,khushi",اداسی
7f79006d9523748d,دن گزر گیا پر کچھ خاص نہیں ہوا,Din guzar gaya par kuch khaas nahi hua,Day passed but nothing special happened,twitter_x,2025-04-18,30,1,1,True,0.747,thakawat,کوئی نہیں سمجھتا
e119c38f01a35589,آج بارش میں بھیگا، بچپن یاد آ گیا,"Aaj barish mein bhiga, bachpan yaad aa gaya","Got wet in the rain today, remembered childhood",twitter_x,2024-11-11,33,0,0,False,0.851,"khushi,dost",اکیلا
ac93054eb4a2ede5,نئی کتاب شروع کی ہے، بہت دلچسپ ہے,"Nai kitab shuru ki hai, bohat dilchasp hai","Started a new book, it's very interesting",twitter_x,2024-01-28,33,0,0,False,0.885,,اکیلا
744b477d5f5dc015,کھانے پینے کا بھی دل نہیں، سب بے مزہ لگتا ہے,"Khane pine ka bhi dil nahi, sab be maza lagta hai","Don't even feel like eating, everything feels tasteless",twitter_x,2024-09-14,44,2,2,False,0.903,"tanhai,dard",زندگی بوجھ
4e1fd194b6f080d6,آج موسم بہت اچھا ہے، باہر گھومنے گیا,"Aaj mausam bohat acha hai, bahar ghumne gaya","Today the weather is very nice, went out for a walk",twitter_x,2024-08-07,36,0,0,False,0.989,mausam,خوشی نہیں ملتی
d01948d9e43e8fb0,آج سیر کو گیا، طبیعت تازہ ہو گئی,"Aaj sair ko gaya, tabiyat taza ho gayi","Went for a walk today, felt refreshed",twitter_x,2024-05-11,32,0,0,False,0.899,"khushi,dost",تھکاوٹ
0d40c4c633d1559b,آج موسم بہت اچھا ہے، باہر گھومنے گیا,"Aaj mausam bohat acha hai, bahar ghumne gaya","Today the weather is very nice, went out for a walk",twitter_x,2024-03-27,36,0,0,False,0.92,,امید نہیں
214663180ff025dd,کبھی کبھی بہت اکیلا محسوس ہوتا ہے,Kabhi kabhi bohat akela mahsoos hota hai,Sometimes feel very alone,twitter_x,2024-09-28,33,1,1,False,0.851,thakawat,کوئی نہیں سمجھتا
19e8f8f11c77f353,محنت کرتا ہوں پر نتیجہ نہیں ملتا، دل بھاری ہے,"Mehnat karta hun par natija nahi milta, dil bhari hai","I work hard but get no result, heart feels heavy",twitter_x,2025-01-17,45,1,1,False,0.753,"akela,dard",رونا آتا ہے
4b5b119b1e6cd606,آج بارش میں بھیگا، بچپن یاد آ گیا,"Aaj barish mein bhiga, bachpan yaad aa gaya","Got wet in the rain today, remembered childhood",twitter_x,2024-11-01,33,0,0,False,0.827,kamyabi,امید نہیں
e0403425854d6bfc,خود کو ختم کر لوں تو شاید سب ٹھیک ہو جائے,Khud ko khatam kar lun to shayad sab theek ho jaye,If I end myself maybe everything will be alright,twitter_x,2024-06-19,41,3,3,True,0.628,"umeed_nahi,andhera",خوشی نہیں ملتی
611124c5c53fc2e9,خاندان کے ساتھ پکنک پر گئے,Khandan ke sath picnic par gaye,Went on a picnic with family,twitter_x,2025-03-23,26,0,0,False,0.958,mausam,نیند نہیں آتی
b720b17a2c3e0d9f,خاندان کے ساتھ پکنک پر گئے,Khandan ke sath picnic par gaye,Went on a picnic with family,twitter_x,2024-05-15,26,0,0,False,0.953,"khushi,dost",دل اداس
c270f48d1f03e1d3,دل کرتا ہے سب چھوڑ دوں، کہیں چلا جاؤں,"Dil karta hai sab chhor dun, kahin chala jaun","Feel like leaving everything behind, going somewhere",twitter_x,2024-06-18,37,2,2,False,0.89,"tanha,bhetar",نیند نہیں آتی
b6f0a964a84465a6,محبت اور امید دونوں ختم ہو گئے ہیں,Muhabbat aur umeed dono khatam ho gaye hain,Both love and hope have ended,twitter_x,2024-09-11,34,2,3,False,0.805,"umeed,dard",کوئی نہیں سمجھتا
42f8c2f079471362,کچھ اچھا نہیں لگ رہا آج کل,Kuch acha nahi lag raha aaj kal,Nothing feels good these days,twitter_x,2025-01-26,26,1,1,False,0.779,"akela,dard",رونا آتا ہے
8a4a6050141577a1,کبھی کبھی بہت اکیلا محسوس ہوتا ہے,Kabhi kabhi bohat akela mahsoos hota hai,Sometimes feel very alone,twitter_x,2025-02-09,33,1,1,True,0.724,"neend,sochein",تنہائی
e03af13bad92d736,کوئی نہیں ہے جو سمجھے، سب اپنے میں مگن ہیں,"Koi nahi hai jo samjhe, sab apne mein magan hain","There's no one to understand, everyone is absorbed in themselves",twitter_x,2024-02-26,42,2,2,False,0.75,"bojh,akela",تھکاوٹ
198e80d64d74061c,چائے پی کر دن کی شروعات اچھی ہوئی,Chai pi kar din ki shuruat achi hui,Started the day well with tea,twitter_x,2025-03-06,33,0,0,False,0.917,kamyabi,تھکاوٹ
0f3bbb82acdba0e0,چائے پی کر دن کی شروعات اچھی ہوئی,Chai pi kar din ki shuruat achi hui,Started the day well with tea,twitter_x,2025-04-21,33,0,0,False,0.965,"ghar,khushi",بیکار لگتا ہے
de13964f98d68e56,آج کا دن بہت پرسکون رہا,Aaj ka din bohat pursukoon raha,Today was a very peaceful day,twitter_x,2024-05-15,23,0,0,False,0.972,,نیند نہیں آتی
59c249463983fdfe,لوگوں کے درمیان بھی اکیلا محسوس ہوتا ہوں,Logon ke darmiyan bhi akela mahsoos hota hun,Even among people I feel alone,twitter_x,2025-04-09,40,2,2,False,0.891,"neend,udaasi",تنہائی
772f8f1f70f32cfd,دل کرتا ہے سب چھوڑ دوں، کہیں چلا جاؤں,"Dil karta hai sab chhor dun, kahin chala jaun","Feel like leaving everything behind, going somewhere",twitter_x,2024-12-26,37,2,2,True,0.748,"neend,udaasi",بیکار لگتا ہے
07215cba23b3114f,ہر روز ایک جیسا ہے، کوئی فرق نہیں پڑتا,"Har roz ek jaisa hai, koi farq nahi parta","Every day is the same, nothing matters anymore",twitter_x,2024-08-04,38,2,2,False,0.827,"udaasi,akela,bekar",بیکار لگتا ہے
394c9445d0ef18cc,اب جینے کی خواہش بھی نہیں رہی,Ab jeene ki khawahish bhi nahi rahi,Don't even have the will to live anymore,twitter_x,2024-01-25,29,3,3,True,0.745,"tanhai,zindagi,khatam",رونا آتا ہے
6ff1192c39d017f7,خاندان کے ساتھ پکنک پر گئے,Khandan ke sath picnic par gaye,Went on a picnic with family,twitter_x,2024-08-10,26,0,0,False,0.835,,زندگی بوجھ
0db891a199eb76e0,آج سیر کو گیا، طبیعت تازہ ہو گئی,"Aaj sair ko gaya, tabiyat taza ho gayi","Went for a walk today, felt refreshed",twitter_x,2025-01-17,32,0,0,False,0.821,kamyabi,تھکاوٹ
ec8a2da84d920ba4,آج موسم بہت اچھا ہے، باہر گھومنے گیا,"Aaj mausam bohat acha hai, bahar ghumne gaya","Today the weather is very nice, went out for a walk",twitter_x,2025-04-23,36,0,0,False,0.988,"khushi,dost",تھکاوٹ
1600701286b1bdec,کسی سے ملنے کا دل نہیں، سب بیکار لگتا ہے,"Kisi se milne ka dil nahi, sab bekar lagta hai","Don't want to meet anyone, everything feels pointless",twitter_x,2024-08-23,40,2,2,False,0.878,"umeed,dard",تھکاوٹ
3fa4cde9777ea962,دل کرتا ہے سب چھوڑ دوں، کہیں چلا جاؤں,"Dil karta hai sab chhor dun, kahin chala jaun","Feel like leaving everything behind, going somewhere",twitter_x,2024-01-06,37,2,2,False,0.792,"neend,udaasi",کوئی نہیں سمجھتا
2b354d825fd40a68,محنت کرتا ہوں پر نتیجہ نہیں ملتا، دل بھاری ہے,"Mehnat karta hun par natija nahi milta, dil bhari hai","I work hard but get no result, heart feels heavy",twitter_x,2024-04-16,45,1,1,False,0.894,"neend,sochein",دل اداس
c55960f097187f30,میری وجہ سے سب کو تکلیف ہے، بہتر ہوتا میں نہ ہوتا,"Meri wajah se sab ko takleef hai, behtar hota mein na hota","Everyone suffers because of me, it would be better if I weren't here",twitter_x,2024-06-21,49,3,3,True,0.683,"bojh,maut",ڈپریشن
ede4667bbef68e1f,اندھیرا ہی اندھیرا ہے، روشنی کی کوئی امید نہیں,"Andhera hi andhera hai, roshni ki koi umeed nahi","There is only darkness, no hope for light",twitter_x,2024-08-21,46,3,3,True,0.706,"bojh,maut",دل اداس
d8093f85889ccaad,خود کو ختم کر لوں تو شاید سب ٹھیک ہو جائے,Khud ko khatam kar lun to shayad sab theek ho jaye,If I end myself maybe everything will be alright,twitter_x,2024-06-23,41,3,3,True,0.88,"bojh,maut",تھکاوٹ
10d9318d33b1e0e4,کوئی نہیں ہے جو سمجھے، سب اپنے میں مگن ہیں,"Koi nahi hai jo samjhe, sab apne mein magan hain","There's no one to understand, everyone is absorbed in themselves",twitter_x,2024-07-10,42,2,2,False,0.793,"tanha,bhetar",تھکاوٹ
c842510611baecd0,آج موڈ ٹھیک نہیں، کسی سے بات نہیں کرنا,"Aaj mood theek nahi, kisi se baat nahi karni","Mood is off today, don't want to talk to anyone",twitter_x,2024-03-15,38,1,1,False,0.814,"udaasi,akela",نیند نہیں آتی
4406086947caf00b,نیند نہیں آتی رات کو، بس چھت کو تکتا رہتا ہوں,"Neend nahi aati raat ko, bas chhat ko takta rehta hun","Can't sleep at night, just keep staring at the ceiling",twitter_x,2024-01-21,45,2,2,False,0.78,"tanhai,dard",تنہائی
7426eea22cd66643,ہر چیز سے نفرت ہو گئی ہے، زندگی سے بھی,"Har cheez se nafrat ho gayi hai, zindagi se bhi","Grown to hate everything, including life itself",twitter_x,2024-05-07,38,3,3,True,0.771,"tanhai,zindagi,khatam",تھکاوٹ
700555d0f837ff11,نئے دوست بنے ہیں، زندگی اچھی لگ رہی ہے,"Naye dost bane hain, zindagi achi lag rahi hai","Made new friends, life is feeling good",twitter_x,2024-11-03,38,0,0,False,0.93,,اکیلا
b6880bc7639845b6,دن گزر گیا پر کچھ خاص نہیں ہوا,Din guzar gaya par kuch khaas nahi hua,Day passed but nothing special happened,twitter_x,2025-03-25,30,1,1,False,0.803,"udaasi,akela",اداسی
